# k [1/Mpc]    P(k) - Rupture Theory
1.000000000000000048e-04 2.610256854489143377e-09
1.059560179277615973e-04 2.604976728546182868e-09
1.122667773510813578e-04 2.599707283440981384e-09
1.189534067370319513e-04 2.594448497567938667e-09
1.260382929679727457e-04 2.589200349365157306e-09
1.335451562929898853e-04 2.583962817314357951e-09
1.414991297434575767e-04 2.578735879940787495e-09
1.499268432786045660e-04 2.573519515813133878e-09
1.588565129428052810e-04 2.568313703543436744e-09
1.683180353330956719e-04 2.563118421787000183e-09
1.783430876931909215e-04 2.557933649242305869e-09
1.889652339691209643e-04 2.552759364650925384e-09
2.002200371815584547e-04 2.547595546797443286e-09
2.121451784910629765e-04 2.542442174509386803e-09
2.247805833548725178e-04 2.537299226657235344e-09
2.381685551976158279e-04 2.532166682154674026e-09
2.523539170434766117e-04 2.527044519959729814e-09
2.673841615839946790e-04 2.521932719078911966e-09
2.833096101839323875e-04 2.516831258581095852e-09
3.001835813575589175e-04 2.511740117641774217e-09
3.180625692794118915e-04 2.506659275677849162e-09
3.370064329271928389e-04 2.501588712740761304e-09
3.570785964900462521e-04 2.496528410614466166e-09
3.783462617131928916e-04 2.491478355750719734e-09
4.008806328898464845e-04 2.486438546775758644e-09
4.247571552536898404e-04 2.481409012840916607e-09
4.500557675700497698e-04 2.476389856463412207e-09
4.768611697714469281e-04 2.471381348934400930e-09
5.052631065335679277e-04 2.466384132734852572e-09
5.353566677410724660e-04 2.461399629955613080e-09
5.672426068491977658e-04 2.456430824377114614e-09
6.010276782070381272e-04 2.451483678833344207e-09
6.368249944718586218e-04 2.446569557347345786e-09
6.747544053110692778e-04 2.441709108176562028e-09
7.149428986597577062e-04 2.436938059803222940e-09
7.575250258771912271e-04 2.432315180603055784e-09
8.026433522257173624e-04 2.427932128972490395e-09
8.504489341802677150e-04 2.423923979719604371e-09
9.011018251665018231e-04 2.420477875765198361e-09
9.547716114208055702e-04 2.417835757999816202e-09
1.011637979766207094e-03 2.416285987527869680e-09
1.071891319205128638e-03 2.416138652099748226e-09
1.135733358343105071e-03 2.417681236875434436e-09
1.203377840777590611e-03 2.421115594743861385e-09
1.275051240713012809e-03 2.426483449610585643e-09
1.350993521198027864e-03 2.433594608461399942e-09
1.431458937523478591e-03 2.441977270541184484e-09
1.516716888470923986e-03 2.450870601840349912e-09
1.607052818261638441e-03 2.459274155553145528e-09
1.702769172225901319e-03 2.466056747700824459e-09
1.804186409392071833e-03 2.470111564629346267e-09
1.911644075385703643e-03 2.470529253801976781e-09
2.025501939230666629e-03 2.466751857584314560e-09
2.146141197858405722e-03 2.458671583228493951e-09
2.273965752357927448e-03 2.446650223697711342e-09
2.409403560239526711e-03 2.431454388969522203e-09
2.552908068239516468e-03 2.414122584940080867e-09
2.704959730463136862e-03 2.395796009984909070e-09
2.866067616948250220e-03 2.377551067026676059e-09
3.036771118035460487e-03 2.360266919554279195e-09
3.217641750250735486e-03 2.344548549907825701e-09
3.409285069746814407e-03 2.330709648414580558e-09
3.612342699709430310e-03 2.318805477218065357e-09
3.827494478516314975e-03 2.308697226777341521e-09
4.055460735840827821e-03 2.300127426063602483e-09
4.297004704320843936e-03 2.292789489027666046e-09
4.552935074866947852e-03 2.286380973727721377e-09
4.824108704165373275e-03 2.280636960697801084e-09
5.111433483440165799e-03 2.275345239062943227e-09
5.415871378079475766e-03 2.270347930079832653e-09
5.738441648302393047e-03 2.265534932745120016e-09
6.080224261649427343e-03 2.260833840185819592e-09
6.442363508721370147e-03 2.256199560221228037e-09
6.826071834272392884e-03 2.251605419054026440e-09
7.232633896483533706e-03 2.247036393436742272e-09
7.663410868007462622e-03 2.242484410805143998e-09
8.119844993184008319e-03 2.237945324638295703e-09
8.603464416684509716e-03 2.233417093916866867e-09
9.115888299750818727e-03 2.228898752022843347e-09
9.658832241158708462e-03 2.224389854886329960e-09
1.023411402105453734e-02 2.219890201005870583e-09
1.084365968689610799e-02 2.215399696476688213e-09
1.148951000187309682e-02 2.210918293049235566e-09
1.217382727739662121e-02 2.206445961027947026e-09
1.289890261253309398e-02 2.201982677952547892e-09
1.366716356462007245e-02 2.197528424081152343e-09
1.448118227674534582e-02 2.193083180666421928e-09
1.534368408930013132e-02 2.188646929325925203e-09
1.625755666443795197e-02 2.184219651821874836e-09
1.722585965398787389e-02 2.179801329987272782e-09
1.825183494319044392e-02 2.175391945702134635e-09
1.933891750455232067e-02 2.170991480886114484e-09
2.049074689815848227e-02 2.166599917496273178e-09
2.171117945694505183e-02 2.162217237526395078e-09
2.300430119772919196e-02 2.157843423006743210e-09
2.437444150122221667e-02 2.153478456003948009e-09
2.582618760682677331e-02 2.149122318620916742e-09
2.736439997074672018e-02 2.144774992996761959e-09
2.899422853882878057e-02 2.140436461306725392e-09
3.072112998861759037e-02 2.136106705762105986e-09
3.255088599835059826e-02 2.131785708610186701e-09
3.448962260405760011e-02 2.127473452134158819e-09
3.654383070957258062e-02 2.123169918653055358e-09
3.872038781812556923e-02 2.118875090521672903e-09
4.102658105827194229e-02 2.114588950130502125e-09
4.347013158125026533e-02 2.110311479905654159e-09
4.605922041145107948e-02 2.106042662308790294e-09
4.880251583654433845e-02 2.101782479837048355e-09
5.170920242896760721e-02 2.097530915022971980e-09
5.478901179593945181e-02 2.093287950434438240e-09
5.805225516094901506e-02 2.089053568674586914e-09
6.150985788580504154e-02 2.084827752381748114e-09
6.517339604882427251e-02 2.080610484229373213e-09
6.905513520162330499e-02 2.076401746925961226e-09
7.316807143427199456e-02 2.072201523214988916e-09
